,t,ke_weno5,ke_test,ke_reward,disper_weno5,disper_test,disper_imp
0,0.01,1.9477956222855006,1.9490010950915924,0.0006188908077928712,3.185498197443525e-05,3.1894127443229374e-05,0.0012288648860496743
1,0.02,1.9072321880191274,1.9092665001408107,0.001066630552096548,3.14229220140949e-05,3.1452115753971305e-05,0.0009290587254524585
2,0.03,1.8807528273260625,1.8833748432444382,0.001394131052352865,3.1034642430484286e-05,3.105842172480451e-05,0.000766217763697119
3,0.04,1.8678167346939683,1.8708337907798664,0.0016152848563018019,3.0716035604283745e-05,3.0732351299128984e-05,0.000531178406466104
4,0.05,1.864152010883278,1.867536107253644,0.0018153543008343487,3.046617626802231e-05,3.0481984531498944e-05,0.0005188791444505902
5,0.06,1.864564617350882,1.8684596185895677,0.0020889601800013757,3.028449211360772e-05,3.0299994814640196e-05,0.0005119022955484276
6,0.07,1.8656515115620653,1.8699917351069584,0.002326384921297109,3.0160221502401537e-05,3.0173108013320802e-05,0.0004272684442399033
7,0.08,1.866357154287436,1.871131794254094,0.0025582670260564377,3.008059822440179e-05,3.0090126418821156e-05,0.0003167554829957009
8,0.09,1.8672703394725767,1.872539749686501,0.002821985709585473,3.0041436092245363e-05,3.0050583253978184e-05,0.0003044848357027785
9,0.1,1.8698155416833244,1.8757061572381237,0.003150372549313829,3.0046943890397236e-05,3.005169126579164e-05,0.00015799861083110045
10,0.11,1.8744461544594118,1.8808486062985112,0.003415649910170959,3.0059204930418997e-05,3.0061585710023135e-05,7.920301317509981e-05
11,0.12,1.880194247779842,1.8871340629880207,0.003691009700925063,3.006805112192985e-05,3.006735049498884e-05,-2.3301375209561215e-05
12,0.13,1.8867150701365487,1.8938323730347713,0.003772325249783215,3.0092478819069483e-05,3.0114268111456217e-05,0.0007240776845849339
13,0.14,1.8903608458621721,1.8968842370627257,0.0034508708825791157,3.012141420434095e-05,3.010612504020202e-05,-0.0005075845388669009
14,0.15,1.897795556960129,1.9043898457210298,0.003474709768771511,3.014850612230533e-05,3.0144020001321855e-05,-0.000148800771928026
15,0.16,1.904745869139727,1.9114113116330582,0.0034993867692920677,3.018216594149172e-05,3.0180121689411266e-05,-6.773046322838816e-05
