,t,ke_weno5,ke_test,ke_reward,disper_weno5,disper_test,disper_imp
0,0.01,1008.9758964668306,1008.9750908915687,-7.984088269408218e-07,0.001206143382991587,0.0012280524098272285,0.018164529312676425
1,0.02,1010.219694599321,1010.4812503270266,0.00025890974914055676,0.004284362475316179,0.004441604619017261,0.03670140997803362
2,0.03,1011.4369283485975,1011.9423291942326,0.0004996859729655689,0.004602418954528984,0.00472164496963641,0.025905076501152147
3,0.04,1012.128035757237,1012.684700075101,0.0005499939713136115,0.00195889488358437,0.00201396200726297,0.028111321408854195
4,0.05,1012.5908363072429,1013.0245118902465,0.00042828314009346613,0.0022733658430650395,0.0023101878503929774,0.01619713230066533
5,0.06,1013.2180217289153,1013.4948965998167,0.0002732628762651679,0.003077812243554457,0.0031631163303205987,0.02771581890506325
6,0.07,1014.5346613048762,1015.0241320546115,0.00048245838057980883,0.003733208165660422,0.003800577344060799,0.018045920669537363
7,0.08,1015.3809322379441,1016.1823365895591,0.0007892647243716855,0.004368465825775681,0.004569274978329106,0.04596788908558502
8,0.09,1015.136597415523,1015.7887853156308,0.0006424631933950042,0.0014687786263151083,0.0014238244524779342,-0.030606500552064597
9,0.1,1015.6999852603944,1016.1857968138479,0.00047830221571665277,0.0021194892852374253,0.0021773590061728546,0.02730361570520823
10,0.11,1016.7358495875072,1017.4688097618229,0.0007208953777060323,0.0048622047226874205,0.005090943058282032,0.04704415972599851
11,0.12,1017.0515244830559,1017.7097968812114,0.0006472360370239905,0.0036277653129888994,0.003773193007787278,0.04008740429754032
12,0.13,1017.4309162629241,1018.384840718571,0.0009375815501564411,0.0025828478266157213,0.0028698575291861038,0.11112141397290465
13,0.14,1017.229023151115,1018.086286276146,0.0008427434781357324,0.0025703998265566865,0.0025297105868354822,-0.015829926263149385
14,0.15,1017.3515076452044,1017.9263975687794,0.0005650848494889171,0.0029458027500727907,0.0030628961160464787,0.03974922148836835
15,0.16,1018.1608152434859,1018.9909259958232,0.0008153041640468484,0.00430803033740357,0.004459042554540011,0.035053656847610526
16,0.17,1018.2026317684679,1019.4501870756515,0.0012252524873332948,0.004313155899754443,0.004605386734953452,0.0677533671378876
17,0.18,1017.4757797086205,1018.5077017226397,0.0010141981112461451,0.0012876762370952566,0.0013541240216768918,0.051602866207679954
18,0.19,1017.5828111355454,1018.6795878285124,0.0010778254909229457,0.0029150905438931857,0.003149401340629418,0.08037856567683277
19,0.2,1017.8425630570314,1019.3144711428623,0.001446105850997359,0.004831042516237051,0.005069294212380707,0.04931682868509135
20,0.21,1017.7200385581808,1019.2518848549656,0.0015051745457965726,0.0034651570319869495,0.003735879132765597,0.07812693574334584
21,0.22,1017.5522955143193,1019.5014936527494,0.0019155753930513164,0.002919921275580788,0.0032041940063051596,0.0973562996720958
22,0.23,1016.78198960123,1018.6039326079612,0.0017918718322751381,0.0025973613522505276,0.0026295852300599193,0.012406389962440478
23,0.24,1016.631873306844,1018.3935392772828,0.0017328455035632295,0.003265392062738147,0.0035165305031574982,0.07690912319078858
24,0.25,1016.9644039076127,1019.0494051555019,0.0020502204795740386,0.004768232802212914,0.005040414247783836,0.057082247629479
25,0.26,1016.4700568080892,1018.8221703618631,0.002314001812468547,0.00379605126450615,0.004113969468780207,0.08374971308913981
26,0.27,1015.5558739093287,1017.7169792352302,0.0021280023890584143,0.0016589367015094193,0.0017666769828631056,0.06494538414615603
27,0.28,1015.3657732338647,1017.7076433787199,0.0023064300635193824,0.0039057963806960654,0.004172138961006202,0.06819161941633811
28,0.29,1014.9858413750196,1017.6747764807847,0.0026492341037214207,0.00455302990916793,0.004952012532341231,0.08763013446714107
29,0.3,1014.4306260657557,1017.1050128793464,0.0026363427373665704,0.003425067441685658,0.003712674543686568,0.08397122301900217
30,0.31,1013.6684588050681,1016.6265154831009,0.002918169794411618,0.003278105297100197,0.003305033784577133,0.008214649938413032
31,0.32,1012.4372481244665,1015.2995287569493,0.002827119051363569,0.002819746720608352,0.003279139005700334,0.16291969833122777
